reporting_level,province/territory,region,indicator,metric,data_year,unit_of_measurement,indicator_result,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26,unnamed:_27
Provincial,New Brunswick,,Knee Replacement,90th Percentile,2008.0,Days,408.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Knee Replacement,Volume,2008.0,Number of cases,538.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Lung Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Lung Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Lung Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,MRI Scan,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,MRI Scan,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,MRI Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Prostate Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Prostate Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Prostate Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Radiation Therapy,% Meeting Benchmark,2008.0,Proportion,94.0,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Radiation Therapy,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Radiation Therapy,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,New Brunswick,,Radiation Therapy,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CABG,% Meeting Benchmark,2008.0,Proportion,95.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CABG,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CABG,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CABG,Volume,2008.0,Number of cases,210.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Cataract surgery,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Cataract surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Cataract surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Cataract surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CT Scan,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CT Scan,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,CT Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,50th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,90th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Fracture Repair/Emergency and Inpatient,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Replacement,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Replacement,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Replacement,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Hip Replacement,Volume,2008.0,Number of cases,164.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Knee Replacement,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Knee Replacement,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Knee Replacement,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Knee Replacement,Volume,2008.0,Number of cases,287.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Lung Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,MRI Scan,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,MRI Scan,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,MRI Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Prostate Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Radiation Therapy,% Meeting Benchmark,2008.0,Proportion,85.0,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Radiation Therapy,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Radiation Therapy,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Newfoundland and Labrador,,Radiation Therapy,Volume,2008.0,Number of cases,823.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Bladder Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Bladder Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Bladder Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Breast Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Breast Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Breast Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CABG,% Meeting Benchmark,2008.0,Proportion,100.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CABG,50th Percentile,2008.0,Days,26.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CABG,90th Percentile,2008.0,Days,65.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CABG,Volume,2008.0,Number of cases,91.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Cataract surgery,% Meeting Benchmark,2008.0,Proportion,75.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Cataract surgery,50th Percentile,2008.0,Days,54.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Cataract surgery,90th Percentile,2008.0,Days,199.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Cataract surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Colorectal Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Colorectal Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Colorectal Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CT Scan,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CT Scan,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,CT Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Fracture Repair,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Fracture Repair,50th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Fracture Repair,90th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Fracture Repair,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Replacement,% Meeting Benchmark,2008.0,Proportion,45.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Replacement,50th Percentile,2008.0,Days,201.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Replacement,90th Percentile,2008.0,Days,642.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Hip Replacement,Volume,2008.0,Number of cases,486.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,% Meeting Benchmark,2008.0,Proportion,46.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,50th Percentile,2008.0,Days,213.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,90th Percentile,2008.0,Days,647.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Knee Replacement,Volume,2008.0,Number of cases,660.0,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Lung Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,MRI Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Prostate Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Nova Scotia,,Radiation Therapy,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Bladder Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Breast Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,% Meeting Benchmark,2008.0,Proportion,100.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,50th Percentile,2008.0,Days,19.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,90th Percentile,2008.0,Days,56.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CABG,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract surgery,% Meeting Benchmark,2008.0,Proportion,88.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract surgery,50th Percentile,2008.0,Days,44.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract surgery,90th Percentile,2008.0,Days,123.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Cataract surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Colorectal Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,50th Percentile,2008.0,Days,9.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,90th Percentile,2008.0,Days,40.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,CT Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair,50th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair,90th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,% Meeting Benchmark,2008.0,Proportion,90.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,50th Percentile,2008.0,Days,63.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,90th Percentile,2008.0,Days,180.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Hip Replacement,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,% Meeting Benchmark,2008.0,Proportion,85.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,50th Percentile,2008.0,Days,71.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,90th Percentile,2008.0,Days,223.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,50th Percentile,2008.0,Days,30.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,90th Percentile,2008.0,Days,95.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,% Meeting Benchmark,2008.0,Proportion,90.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,50th Percentile,2008.0,Days,11.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,90th Percentile,2008.0,Days,29.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract surgery,% Meeting Benchmark,2008.0,Proportion,60.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract surgery,50th Percentile,2008.0,Days,78.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract surgery,90th Percentile,2008.0,Days,180.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract surgery,Volume,2008.0,Number of cases,477.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,50th Percentile,2008.0,Days,22.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,90th Percentile,2008.0,Days,88.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair,50th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair,90th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,% Meeting Benchmark,2008.0,Proportion,71.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,50th Percentile,2008.0,Days,110.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,90th Percentile,2008.0,Days,356.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,Volume,2008.0,Number of cases,59.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,% Meeting Benchmark,2008.0,Proportion,75.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,50th Percentile,2008.0,Days,108.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,90th Percentile,2008.0,Days,345.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,Volume,2008.0,Number of cases,105.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,50th Percentile,2008.0,Days,79.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,90th Percentile,2008.0,Days,199.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,% Meeting Benchmark,2008.0,Proportion,100.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,50th Percentile,2008.0,Days,7.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,90th Percentile,2008.0,Days,19.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,Volume,2008.0,Number of cases,198.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,% Meeting Benchmark,2008.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,50th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,90th Percentile,2008.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,Volume,2008.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
